buffer_size,episode,episode_length,episode_reward,fps,frame,step,total_time
5100.0,34.0,300.0,107.03361688146833,0.6237936621566443,10200,5100.0,480.92826795578003
5250.0,35.0,300.0,12.484807118513118,24.596753510774715,10500,5250.0,493.12499809265137
5400.0,36.0,300.0,18.079408829850763,25.274956713597103,10800,5400.0,504.99445509910583
5550.0,37.0,300.0,12.561323988534241,24.658371965804125,11100,5550.0,517.1607096195221
5700.0,38.0,300.0,24.710727985249832,24.34112525613202,11400,5700.0,529.4855318069458
5850.0,39.0,300.0,69.11385031137615,24.857131241395113,11700,5850.0,541.5545029640198
6000.0,40.0,300.0,72.48363779485226,25.49551259225345,12000,6000.0,553.3212807178497
6150.0,41.0,300.0,19.707682508043945,27.10749832297706,12300,6150.0,564.3883311748505
6300.0,42.0,300.0,16.467578794807196,23.57894894643074,12600,6300.0,577.111546754837
6450.0,43.0,300.0,43.13777848274913,24.703205586783962,12900,6450.0,589.2557210922241
6600.0,44.0,300.0,59.30756339803338,24.779688067962084,13200,6600.0,601.3624114990234
6750.0,45.0,300.0,154.0091502200812,24.905178850737606,13500,6750.0,613.4080994129181
6900.0,46.0,300.0,36.45354981483251,24.665026776236893,13800,6900.0,625.5710716247559
7050.0,47.0,300.0,13.225418210957287,24.73994368226919,14100,7050.0,637.6972122192383
7200.0,48.0,300.0,19.879345365683548,24.70332343793038,14400,7200.0,649.8413286209106
7350.0,49.0,300.0,14.486710229801247,25.478696275374492,14700,7350.0,661.6158723831177
7500.0,50.0,300.0,12.71330587763805,24.783600409697467,15000,7500.0,673.7206521034241
7650.0,51.0,300.0,48.15424698451534,24.707965630494435,15300,7650.0,685.8624861240387
7800.0,52.0,300.0,10.092395318773924,24.7569812696377,15600,7800.0,697.9802815914154
7950.0,53.0,300.0,73.5259655603295,24.841808319400727,15900,7950.0,710.0566985607147
8100.0,54.0,300.0,8.245838530749097,25.339569828442684,16200,8100.0,721.8958897590637
8250.0,55.0,300.0,26.53450362540525,25.09723326149633,16500,8250.0,733.8494002819061
8400.0,56.0,300.0,28.965523376769852,25.014180533352658,16800,8400.0,745.8425986766815
8550.0,57.0,300.0,31.41590966138756,25.37010356651551,17100,8550.0,757.6675417423248
8700.0,58.0,300.0,22.826007015581126,25.535616498181426,17400,8700.0,769.4158396720886
8850.0,59.0,300.0,109.32794199202908,26.36885943962628,17700,8850.0,780.7928972244263
9000.0,60.0,300.0,50.265129496809095,24.074784614025294,18000,9000.0,793.2540683746338
9150.0,61.0,300.0,45.240938347167685,25.28153505780607,18300,9150.0,805.1204371452332
9300.0,62.0,300.0,19.47213433754223,25.67753935661917,18600,9300.0,816.8038008213043
9450.0,63.0,300.0,80.17794648197014,24.47992013844413,18900,9450.0,829.0587439537048
9600.0,64.0,300.0,45.21785067262681,24.536966574403934,19200,9600.0,841.2851946353912
9750.0,65.0,300.0,104.70127238026544,25.08457106080269,19500,9750.0,853.244738817215
9900.0,66.0,300.0,46.851742408069185,24.84519330210922,19800,9900.0,865.3195097446442
10050.0,67.0,300.0,130.43097905238392,4.087312173162974,20100,10050.0,938.7173783779144
10200.0,68.0,300.0,78.45844283205224,25.41953690625204,20400,10200.0,950.5193254947662
10350.0,69.0,300.0,30.860843019851018,25.393980791336304,20700,10350.0,962.3331496715546
10500.0,70.0,300.0,50.72919828696104,24.899227473457145,21000,10500.0,974.3817174434662
10650.0,71.0,300.0,24.73731739670984,25.269974706150894,21300,10650.0,986.2535157203674
10800.0,72.0,300.0,27.673230966133815,25.313490245346227,21600,10800.0,998.1049046516418
10950.0,73.0,300.0,29.732453796043046,25.953098794441978,21900,10950.0,1009.6642189025879
11100.0,74.0,300.0,31.243100452566978,24.809952032837145,22200,11100.0,1021.7561419010162
11250.0,75.0,300.0,30.108110585675604,25.29241811700761,22500,11250.0,1033.6174058914185
11400.0,76.0,300.0,78.02878630680061,25.156885255531005,22800,11400.0,1045.5425715446472
11550.0,77.0,300.0,35.53525465016719,24.6715192562329,23100,11550.0,1057.7023422718048
11700.0,78.0,300.0,60.60230452148244,25.56021453179557,23400,11700.0,1069.4393336772919
11850.0,79.0,300.0,99.6097693842894,25.152680718217503,23700,11850.0,1081.3664927482605
12000.0,80.0,300.0,30.92968312976882,24.783729280289098,24000,12000.0,1093.4712092876434
12150.0,81.0,300.0,27.15436455498275,25.232233725230785,24300,12150.0,1105.3607640266418
12300.0,82.0,300.0,80.07869119355746,25.521320166703678,24600,12300.0,1117.1156425476074
12450.0,83.0,300.0,60.69651717427769,25.44828880852758,24900,12450.0,1128.9042553901672
12600.0,84.0,300.0,25.921049310316448,24.558792536651175,25200,12600.0,1141.1198406219482
12750.0,85.0,300.0,24.986646349178045,24.78401777954014,25500,12750.0,1153.224416732788
12900.0,86.0,300.0,59.96236977503213,25.1475145975718,25800,12900.0,1165.1540257930756
13050.0,87.0,300.0,14.290446735609294,25.122123062048644,26100,13050.0,1177.095692396164
13200.0,88.0,300.0,98.67107449838659,24.83774912635967,26400,13200.0,1189.174082994461
13350.0,89.0,300.0,33.881915234188455,25.226178641446808,26700,13350.0,1201.06649184227
13500.0,90.0,300.0,51.63611012438196,24.81791113461013,27000,13500.0,1213.1545369625092
13650.0,91.0,300.0,27.01780577887257,25.256187101583272,27300,13650.0,1225.0328149795532
13800.0,92.0,300.0,121.59915657230886,24.57885153082213,27600,13800.0,1237.2384309768677
13950.0,93.0,300.0,78.22992471733596,25.28302751935035,27900,13950.0,1249.1040992736816
14100.0,94.0,300.0,132.4809964641463,25.532221074665458,28200,14100.0,1260.8539590835571
14250.0,95.0,300.0,68.96120343508665,26.181387996963746,28500,14250.0,1272.3124823570251
14400.0,96.0,300.0,29.483463180833496,24.818446165449284,28800,14400.0,1284.4002661705017
14550.0,97.0,300.0,30.818738549016416,24.927195459323983,29100,14550.0,1296.4353156089783
14700.0,98.0,300.0,96.60883342791931,25.008550229317866,29400,14700.0,1308.4312136173248
14850.0,99.0,300.0,26.482698637948488,25.389124908043733,29700,14850.0,1320.2472977638245
15000.0,100.0,300.0,24.949501369948848,25.131334761426807,30000,15000.0,1332.1845874786377
15150.0,101.0,300.0,114.55179280461743,4.093342232329606,30300,15150.0,1405.4743313789368
15300.0,102.0,300.0,64.91782516241074,25.67659410769161,30600,15300.0,1417.158124923706
15450.0,103.0,300.0,32.836843761724595,25.463170684936763,30900,15450.0,1428.9398484230042
15600.0,104.0,300.0,99.78192304214463,24.813583274892924,31200,15600.0,1441.0300016403198
15750.0,105.0,300.0,24.400882384747092,25.16074253643734,31500,15750.0,1452.9533398151398
15900.0,106.0,300.0,35.78540791379055,25.299908454828902,31800,15900.0,1464.8110918998718
16050.0,107.0,300.0,21.114141726327944,25.505890983779818,32100,16050.0,1476.5730803012848
16200.0,108.0,300.0,43.42066165397409,25.439004309235326,32400,16200.0,1488.3659954071045
16350.0,109.0,300.0,31.54771217092639,24.991795630470868,32700,16350.0,1500.3699357509613
16500.0,110.0,300.0,85.2763334820047,25.04311424279715,33000,16500.0,1512.3492784500122
16650.0,111.0,300.0,34.42378407609067,25.35227936678537,33300,16650.0,1524.1825337409973
16800.0,112.0,300.0,33.04532474809821,25.707227990220684,33600,16800.0,1535.85240483284
16950.0,113.0,300.0,80.13922610602458,26.134427019917364,33900,16950.0,1547.3315165042877
17100.0,114.0,300.0,44.411406140134204,25.125125818696358,34200,17100.0,1559.271755695343
17250.0,115.0,300.0,107.46578628671705,24.58635123803295,34500,17250.0,1571.4736485481262
17400.0,116.0,300.0,44.45283526038838,24.98902365893023,34800,17400.0,1583.4789209365845
17550.0,117.0,300.0,46.38924782970571,25.152411727970176,35100,17550.0,1595.4062073230743
17700.0,118.0,300.0,49.61362419347279,25.319947533433915,35400,17700.0,1607.25457406044
17850.0,119.0,300.0,73.74657825857867,25.145548641219612,35700,17850.0,1619.1851155757904
18000.0,120.0,300.0,90.78500287764473,24.424746892592594,36000,18000.0,1631.4677414894104
18150.0,121.0,300.0,52.281011878429126,25.30074681056149,36300,18150.0,1643.3250997066498
18300.0,122.0,300.0,18.48083261382999,25.65139097949063,36600,18300.0,1655.0203726291656
18450.0,123.0,300.0,133.26639581890777,25.65160381235689,36900,18450.0,1666.7155487537384
18600.0,124.0,300.0,108.69153521570843,25.145416482890816,37200,18600.0,1678.6461539268494
18750.0,125.0,300.0,31.910930410725996,24.34780212673918,37500,18750.0,1690.9675951004028
18900.0,126.0,300.0,48.69125007814728,25.176628298267918,37800,18900.0,1702.883409500122
19050.0,127.0,300.0,69.3369893116178,25.958246189786372,38100,19050.0,1714.4404315948486
19200.0,128.0,300.0,120.74870624497999,25.627623524868724,38400,19200.0,1726.146550655365
19350.0,129.0,300.0,129.62847771469387,25.046846968467325,38700,19350.0,1738.1241071224213
19500.0,130.0,300.0,76.46066128545499,24.398333905760033,39000,19500.0,1750.4200303554535
19650.0,131.0,300.0,61.53554093372077,25.366623656200115,39300,19650.0,1762.2465960979462
19800.0,132.0,300.0,85.08710488962242,25.61066016634813,39600,19800.0,1773.960468530655
19950.0,133.0,300.0,61.14912796897261,25.07241221525786,39900,19950.0,1785.9258127212524
20100.0,134.0,300.0,121.57000431038614,4.214755285168592,40200,20100.0,1857.1043226718903
20250.0,135.0,300.0,67.46546779724304,24.447631788384264,40500,20250.0,1869.3754510879517
20400.0,136.0,300.0,70.97378185922571,25.280799559548853,40800,20400.0,1881.2421650886536
20550.0,137.0,300.0,87.96753258799436,25.55411779777244,41100,20550.0,1892.9819564819336
20700.0,138.0,300.0,65.18543010624126,25.201334696694417,41400,20700.0,1904.886088848114
20850.0,139.0,300.0,27.835013156029163,25.061444087831944,41700,20850.0,1916.85666847229
21000.0,140.0,300.0,34.14487733680289,24.615929730390008,42000,21000.0,1929.0438990592957
21150.0,141.0,300.0,24.213862972217612,25.049522074948662,42300,21150.0,1941.0201766490936
21300.0,142.0,300.0,49.19933591858717,25.56651988486919,42600,21300.0,1952.7542734146118
21450.0,143.0,300.0,137.95818196842447,25.807792317748138,42900,21450.0,1964.3786704540253
21600.0,144.0,300.0,128.24330481141806,24.527868847985214,43200,21600.0,1976.6096563339233
21750.0,145.0,300.0,34.25933225778863,24.88404798954748,43500,21750.0,1988.6655733585358
21900.0,146.0,300.0,47.79288092860952,25.065261668879224,43800,21900.0,2000.6343297958374
22050.0,147.0,300.0,30.250905033535673,25.714939270281228,44100,22050.0,2012.3007011413574
22200.0,148.0,300.0,25.69945512767299,24.97301335739079,44400,22200.0,2024.313669681549
22350.0,149.0,300.0,63.62332280625196,24.646961587001982,44700,22350.0,2036.485556602478
22500.0,150.0,300.0,105.57179145421833,24.88885829599632,45000,22500.0,2048.5391438007355
22650.0,151.0,300.0,57.63382955873385,24.88620016631131,45300,22650.0,2060.5940182209015
22800.0,152.0,300.0,39.22909305850044,25.48018063251756,45600,22800.0,2072.3678760528564
22950.0,153.0,300.0,144.61826707265573,25.485153999013804,45900,22950.0,2084.1394362449646
23100.0,154.0,300.0,25.582024072413333,24.96722966182392,46200,23100.0,2096.155187368393
23250.0,155.0,300.0,43.68878554669209,24.94601814813209,46500,23250.0,2108.1811554431915
23400.0,156.0,300.0,135.90776083990932,25.34000664447291,46800,23400.0,2120.0201432704926
23550.0,157.0,300.0,16.98010595352389,25.82525324749238,47100,23550.0,2131.6366803646088
23700.0,158.0,300.0,78.58706821186934,25.573993633549282,47400,23700.0,2143.3673481941223
23850.0,159.0,300.0,55.35667315241881,24.643022764903037,47700,23850.0,2155.5411801338196
24000.0,160.0,300.0,133.67383129522204,24.836616143218606,48000,24000.0,2167.6201207637787
24150.0,161.0,300.0,56.30217963270843,25.45062617817169,48300,24150.0,2179.4076511859894
24300.0,162.0,300.0,74.83151347283274,25.445217063496262,48600,24300.0,2191.1976869106293
24450.0,163.0,300.0,40.10355550004169,25.507313360539566,48900,24450.0,2202.9590225219727
24600.0,164.0,300.0,48.34575380710885,24.45360207983975,49200,24600.0,2215.227154970169
24750.0,165.0,300.0,32.71652499280026,24.63796496309243,49500,24750.0,2227.403485774994
24900.0,166.0,300.0,35.00664189059944,25.689024134050484,49800,24900.0,2239.0816254615784
25050.0,167.0,300.0,94.14199531808845,4.1138214709961956,50100,25050.0,2312.0065217018127
25200.0,168.0,300.0,47.71778771470417,25.07635507577933,50400,25200.0,2323.969989299774
25350.0,169.0,300.0,66.14934499222727,24.650439995701863,50700,25350.0,2336.140158891678
25500.0,170.0,300.0,71.50929230079055,24.794747299599038,51000,25500.0,2348.2394959926605
25650.0,171.0,300.0,24.72308047208935,25.461660487032784,51300,25650.0,2360.0219180583954
25800.0,172.0,300.0,72.4574647260306,25.459814074274746,51600,25800.0,2371.8051941394806
25950.0,173.0,300.0,169.28821784519823,24.909773942665943,51900,25950.0,2383.8486607074738
26100.0,174.0,300.0,63.958573516778415,24.294931838656506,52200,26100.0,2396.196916818619
26250.0,175.0,300.0,53.820572329248535,25.345877565804617,52500,26250.0,2408.033161878586
26400.0,176.0,300.0,47.770736549340654,25.370410994257693,52800,26400.0,2419.8579614162445
26550.0,177.0,300.0,43.23247063497547,26.26199768229936,53100,26550.0,2431.2813127040863
26700.0,178.0,300.0,78.38692704995628,25.51966745955379,53400,26700.0,2443.0369527339935
26850.0,179.0,300.0,218.49456809065305,24.49870610375231,53700,26850.0,2455.28249835968
27000.0,180.0,300.0,95.46270447101051,24.859163349651762,54000,27000.0,2467.3504841327667
27150.0,181.0,300.0,123.69135005772114,25.59054620080741,54300,27150.0,2479.073564052582
27300.0,182.0,300.0,83.63141216523945,25.76885858251323,54600,27300.0,2490.7155241966248
27450.0,183.0,300.0,64.59975520905573,25.011549759696223,54900,27450.0,2502.7099871635437
27600.0,184.0,300.0,49.387359202839434,24.67157440254197,55200,27600.0,2514.869730949402
27750.0,185.0,300.0,21.088066958594027,24.663243333066895,55500,27750.0,2527.0335822105408
27900.0,186.0,300.0,78.89265477180743,25.311648965788724,55800,27900.0,2538.8858337402344
28050.0,187.0,300.0,100.17259987042053,25.658005613724598,56100,28050.0,2550.5780913829803
28200.0,188.0,300.0,48.711130551513634,25.06838319452289,56400,28200.0,2562.5453577041626
28217.0,189.0,34.0,84.75954365730286,22.981958030620728,56434,28217.0,2564.024780035019
28367.0,190.0,300.0,77.22329618068761,24.564694003628993,56734,28367.0,2576.237431049347
28517.0,191.0,300.0,26.672919691096467,25.12260608320718,57034,28517.0,2588.178867816925
28667.0,192.0,300.0,78.03718425100669,25.485512226528595,57334,28667.0,2599.950262784958
28817.0,193.0,300.0,114.37365754134953,25.60699409781419,57634,28817.0,2611.6658129692078
28967.0,194.0,300.0,96.53154742869083,24.930160192902896,57934,28967.0,2623.699431180954
29117.0,195.0,300.0,97.98951710900292,24.84323803220514,58234,29117.0,2635.775152206421
29267.0,196.0,300.0,201.23648264911026,25.365873994527764,58534,29267.0,2647.602066755295
29417.0,197.0,300.0,141.47635413671378,25.292920419248315,58834,29417.0,2659.4630942344666
29567.0,198.0,300.0,46.402042640547734,25.31491467106033,59134,29567.0,2671.313816308975
29717.0,199.0,300.0,61.77917328232434,24.84795553490155,59434,29717.0,2683.3872451782227
29867.0,200.0,300.0,235.71510435966775,24.69542844247907,59734,29867.0,2695.535243988037
30017.0,201.0,300.0,56.48053705971688,4.282036242635054,60034,30017.0,2765.5953710079193
30167.0,202.0,300.0,138.83147943113,25.706607212205288,60334,30167.0,2777.2655234336853
30317.0,203.0,300.0,95.3706282703206,25.64759248077365,60634,30317.0,2788.9625289440155
30467.0,204.0,300.0,147.61023808689788,25.363078239344595,60934,30467.0,2800.7907469272614
30617.0,205.0,300.0,133.24250261019915,25.49846163136582,61234,30617.0,2812.556163787842
30637.0,206.0,40.0,46.10624706745148,25.09666511992901,61274,30637.0,2814.150001525879
30787.0,207.0,300.0,99.27225762722082,25.385307910726937,61574,30787.0,2825.96786236763
30937.0,208.0,300.0,73.61309503531083,26.000097446806876,61874,30937.0,2837.506281375885
31087.0,209.0,300.0,48.697632557246834,25.857582067161587,62174,31087.0,2849.1082949638367
31237.0,210.0,300.0,99.72862253896892,25.72957862208974,62474,31237.0,2860.7680282592773
31387.0,211.0,300.0,156.11306938529015,26.20281289777983,62774,31387.0,2872.217181444168
31537.0,212.0,300.0,78.95995660219342,25.996531733055836,63074,31537.0,2883.7571828365326
31687.0,213.0,300.0,227.10016654990613,25.92852664995385,63374,31687.0,2895.3274517059326
31837.0,214.0,300.0,62.9284270205535,25.94307221729276,63674,31837.0,2906.891233444214
31987.0,215.0,300.0,89.44897594721988,25.59230179479907,63974,31987.0,2918.6135091781616
32137.0,216.0,300.0,244.84455625712872,25.824899716162193,64274,32137.0,2930.2302057743073
32287.0,217.0,300.0,211.782710313797,26.284537550480795,64574,32287.0,2941.643760919571
32437.0,218.0,300.0,70.33316737340647,26.350178627734334,64874,32437.0,2953.0288841724396
32587.0,219.0,300.0,68.42521890765056,26.599280505886636,65174,32587.0,2964.307385444641
32737.0,220.0,300.0,156.81329247925896,26.120013698001415,65474,32737.0,2975.792832136154
32887.0,221.0,300.0,56.32969855805277,25.90615560750411,65774,32887.0,2987.3730924129486
33037.0,222.0,300.0,119.8061200203374,26.598268426452936,66074,33037.0,2998.6520228385925
33187.0,223.0,300.0,142.42455992952455,26.59322042495346,66374,33187.0,3009.933094739914
33337.0,224.0,300.0,84.39793098322116,25.25622867052615,66674,33337.0,3021.811354637146
33487.0,225.0,300.0,112.21290152792062,25.724370043940468,66974,33487.0,3033.473448038101
33637.0,226.0,300.0,133.90871640027035,26.043491755644563,67274,33637.0,3044.9926414489746
33787.0,227.0,300.0,39.02411083152401,25.347381208223013,67574,33787.0,3056.8281848430634
33937.0,228.0,300.0,137.90168959926814,26.270040493056804,67874,33937.0,3068.2480380535126
34087.0,229.0,300.0,121.00557450018823,25.737065898742355,68174,34087.0,3079.9043793678284
34237.0,230.0,300.0,58.684092261013575,25.607986866020834,68474,34237.0,3091.619475364685
34387.0,231.0,300.0,89.08144215354696,26.208489439621168,68774,34387.0,3103.066148996353
34537.0,232.0,300.0,89.70342006406281,26.69526628072576,69074,34537.0,3114.304097175598
34687.0,233.0,300.0,80.06908741593361,26.71002453781761,69374,34687.0,3125.535835981369
34837.0,234.0,300.0,231.95378669630736,26.401085374821033,69674,34837.0,3136.8990066051483
34987.0,235.0,300.0,53.49975542076936,25.66101696159606,69974,34987.0,3148.5898926258087
35137.0,236.0,300.0,176.51964310370386,4.343595116055525,70274,35137.0,3217.6571037769318
35287.0,237.0,300.0,58.973523183725774,26.35257368096467,70574,35287.0,3229.041192293167
35437.0,238.0,300.0,117.62642489466816,26.380409720000486,70874,35437.0,3240.4132680892944
35587.0,239.0,300.0,20.89550886745201,25.690427146610677,71174,35587.0,3252.09077000618
35737.0,240.0,300.0,32.494564161403105,26.01827048276977,71474,35737.0,3263.6211297512054
35887.0,241.0,300.0,97.39634861773811,25.984029921388622,71774,35887.0,3275.166683912277
36037.0,242.0,300.0,129.45455048559234,26.417378477896975,72074,36037.0,3286.5228452682495
36187.0,243.0,300.0,108.76826268536388,26.69924663802615,72374,36187.0,3297.7591183185577
36337.0,244.0,300.0,97.43966641277075,29.569783779519494,72674,36337.0,3307.90461063385
36487.0,245.0,300.0,155.2016496695578,29.504716156572446,72974,36487.0,3318.072477579117
36637.0,246.0,300.0,283.9949579848908,29.274849485204115,73274,36637.0,3328.320182800293
36643.0,247.0,12.0,29.472294569015503,26.079884843953298,73286,36643.0,3328.780307531357
36793.0,248.0,300.0,98.09968985761225,29.67640837806504,73586,36793.0,3338.889348268509
36943.0,249.0,300.0,177.1444719331339,29.349650077090313,73886,36943.0,3349.1109354496
37093.0,250.0,300.0,28.964573925671175,29.56001826282994,74186,37093.0,3359.259779691696
37243.0,251.0,300.0,183.78618348417058,29.345405605643688,74486,37243.0,3369.482845544815
37393.0,252.0,300.0,506.14670288562775,29.299770862686476,74786,37393.0,3379.7218341827393
37543.0,253.0,300.0,123.62653744919226,29.21043116132925,75086,37543.0,3389.9921383857727
37693.0,254.0,300.0,322.9569596173242,29.355472906957992,75386,37693.0,3400.2116985321045
37843.0,255.0,300.0,225.8076515654102,29.38073829410593,75686,37843.0,3410.4224705696106
37993.0,256.0,300.0,157.50463243201375,29.09944171834573,75986,37993.0,3420.7319474220276
